capital_numerico,cnpj,descricao_google,email,facebook,instagram,linkedin,municipio_receita,nome_google,telefone,tem_cnpj,tem_receita,termo_busca,url,whatsapp
0,24.060.867/0001-09,"A Ello Negócios é uma Consultoria especializada em soluções para Avaliação, Compra, Venda e Arrendamento de empresas.",contato@ellonegocios.com.br,,,,,Ello Negócios Empresas | +55 (32) 3241-1955,(32) 3241-1955,True,False,negócio Juiz de Fora MG,https://www.ellonegocios.com.br/,+55 (32) 3241-1955
0,03.753.088/0001-00,"Vagas: Prestador De Serviços - Juiz de Fora, MG · Prestador de serviços - Correspondente Bancário - Juiz de Fora · Operador de Portaria Remota 12 x 36.",,,,,,"Vagas: Prestador De Serviços - Juiz de Fora, MG",,True,False,prestador de serviço Juiz de Fora MG,https://br.indeed.com/m/jobs?q=Prestador+De+Servi%C3%A7os&l=Juiz+de+Fora%2C+MG,
0,20.436.333/0001-75,"O Sindicato do Comércio de Juiz de Fora representa segmentos do Varejo, Atacado e Serviços da cidade. São mais de 11.000 empresas representadas.",,https://www.facebook.com/sindicomerciojf/?locale=pt_BR,https://www.instagram.com/sindicomerciojf/?hl=pt,https://br.linkedin.com/company/sindicom-rcio-juiz-de-fora,,Sindicomércio-JF | Juiz de Fora MG,,True,False,comércio Juiz de Fora MG,https://www.facebook.com/sindicomerciojf/?locale=pt_BR,
0,04.348.533/0001-10,"Confira as melhores opções em ""Mercados"" em Santana do Deserto, MG · Mercado Santana Ltda · Mercearia Do Gonzaga · Mini Mercado Santana · Lacel Frios E Cereais ...",,,,,,"Mercados em Santana do Deserto, MG",,True,False,comércio Santana do Deserto MG,https://www.solutudo.com.br/empresas/mg/santana-deserto/mercados?pagina=1,
0,43.203.988/0001-07,"2717 Followers, 1006 Following, 404 Posts - Máximos Industria (@maximosindustria) on Instagram: ""♻️ Embalagens Plásticas sob Medida Soluções em sacos e ...",,,,,,"Máximos Industria (@maximosindustria) · Juiz de Fora, MG",,True,False,indústria Juiz de Fora MG,https://www.instagram.com/maximosindustria/,
0,53.373.878/0001-39,"668 anúncios de Lojas, Salões e Pontos Comerciais à venda em Juiz de Fora, MG. Descubra milhares de ofertas com preços imperdíveis. Confira já!",,,,,,"Lojas, Salões e Pontos Comerciais à venda - Juiz de Fora ...",,True,False,negócio Juiz de Fora MG,https://www.zapimoveis.com.br/venda/loja-salao/mg+juiz-de-fora/,
0,47.430.706/0001-57,Encontre BICAS MG Personalizado e muito mais Brindes Personalizados. Veja Aqui Diversos Modelos de BICAS MG Personalizado com os melhores preços · L20 MKT ...,info@oprogramador.com,,,,,BICAS MG - L20 MKT COMERCIO,(21) 96636-0085,True,False,comércio Bicas MG,https://l20mkt.com.br/loja-de-brindes/bicas-mg,(21) 96636-0085
0,99.999.999/9999-99,O maior portal de Vagas de Emprego em Juiz de Fora e Zona da Mata! Encontre aqui no JFEmpregos as melhores vagas de emprego da região. São centenas de vagas ...,contato@jfempregos.com.br,https://www.facebook.com/groups/549022605198269/?locale=pt_BR,https://www.instagram.com/jfempregos/,https://br.linkedin.com/jobs/vagas-em-juiz-de-fora,,JF Empregos - Vagas de Emprego em Juiz de Fora,(32) 98415-3518,True,False,empresa Juiz de Fora MG,https://jfempregos.com.br/,(32) 98415-3518
0,,"Atividades - CNAES · 47.12-1-00 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns ...",,,,,,Mercado Sant' Ana LTDA - 56239003000137 Santana do ...,,False,False,comércio Santana do Deserto MG,https://cnpj.biz/56239003000137,
0,,"Cerca de 1.800 indústrias instaladas. Distrito Industrial de Benfica. - Quatro etapas, com disponibilidade de gás natural e energia de alta tensão. - Destaca-se ...",desenvolvejf@gmail.com,,https://www.instagram.com/p/DQ5UAqNESpW/,,,Desenvolve Juiz de Fora,(32) 2104-8503,False,False,indústria Juiz de Fora MG,https://desenvolvejf.pjf.mg.gov.br/jf_e_o_que_importa.html,(32) 2104-8503
0,,"Juiz de Fora segue em acelerado desenvolvimento econômico. A cidade com sua importante tradição industrial e acadêmica, continua na busca ...",,,,,,Avança Juiz de Fora: cidade tem rica tradição industrial e ... - G1,,False,False,indústria Juiz de Fora MG,https://g1.globo.com/mg/zona-da-mata/especial-publicitario/viva-juiz-de-fora/noticia/2025/06/02/avanca-juiz-de-fora-cidade-tem-rica-tradicao-industrial-e-academica.ghtml,2000-2025
0,,"O ""Vagou, Juiz de Fora"" é um quadro para divulgação de oportunidades de trabalho disponíveis em Juiz de Fora. Empresas e pessoas físicas interessadas em ...",vagoujf@gmail.com,https://www.facebook.com/groups/vagoujf/,https://www.instagram.com/p/CewToU4s3wB/,https://pt.linkedin.com/posts/vanessa-verdeiro_novas-oportunidades-no-vagou-jf-1-acesse-activity-7379972913279447040-haZ6,,Vagou JF | Prefeitura de Juiz de Fora,,False,False,empresa Juiz de Fora MG,https://www.pjf.mg.gov.br/vagoujf,2104-8503
0,,"Empresas na cidade de São Joaquim de Bicas, na Região de Belo Horizonte - MG você vai encontrar aquela com a melhor oportunidade de trabalho para você.",,,,,,"Nessas 8 empresas em São Joaquim de Bicas, Região de ...",,False,False,empresa Bicas MG,https://www.empregos.com.br/empresas/sao-joaquim-de-bicas/mg/,
0,42.508.182/0001-56,"Avenida Barão do Rio Branco, 1844, loja 22 - Centro, Juiz de Fora, MG CRECI: PJ006967 Horário de atendimento: Segunda à Sexta das 09 às 18hs.",lider@lidernegociosimob.com.br,,,,,"Lider Negócios Imobliários, Imobiliária em Juiz de Fora - MG",,True,False,negócio Juiz de Fora MG,https://www.lidernegociosimob.com.br/,
0,04.192.400/0001-05,Federação das Associações Comerciais e Empresariais do Estado de Minas Gerais. Fortalecendo política e economicamente o empresariado de Minas. Telefones. (31) ...,,,https://www.instagram.com/acejuizdefora/,,,Associação Comercial e Empresarial de Bicas,(31) 3078-7000,True,False,comércio Bicas MG,https://www.federaminas.com.br/entidades/associacao-comercial-e-empresarial-de-bicas/,(31) 3078-7000
0,00.652.530/0001-14,"As Maiores Empresas de Mercado em Santana do Deserto, MG são: 1° MERCADO SANT' ANA, 2° MERCADO SANT' ANA SERRARIA LTDA e 3° MERCADO E LANCHONETE DA PRACA.",,,,,,50 Maiores Empresas de Mercado em Santana do Deserto ...,,True,False,comércio Santana do Deserto MG,https://www.econodata.com.br/maiores-empresas/mg-santana-do-deserto/busca-mercado,
0,21.561.725/0001-29,"Mercados autônomos ganham espaço em Juiz de Fora. Venda tem como base confiança no consumidor, que fica responsável pelo pagamento do produto ...",,,,,,Mercados autônomos ganham espaço em Juiz de Fora,,True,False,autônomo Juiz de Fora MG,https://tribunademinas.com.br/noticias/economia/07-01-2023/mercados-autonomos-ganham-espaco-em-juiz-de-fora.html,
0,,"18 Comerciais Pontos Comerciais baratos à venda em Juiz de Fora, MG ; Poço Rico, Juiz de Fora. 21 m² tot.1 quarto1 banheiro ; Jardim de Alá, Juiz de Fora. 116 m² ...",,,,,,18 Comerciais Pontos Comerciais baratos à venda em Juiz ...,,False,False,negócio Juiz de Fora MG,https://www.imovelweb.com.br/comerciais-ponto-comercial-venda-juiz-de-fora-mg-ordem-precio-menor.html,
0,22.192.546/0001-24,"A cidade de Matias Barbosa hoje conta com 2.205 empresas ativas. Entre as maiores, destacam-se: 22.192.546/0001-24 - R&D MINERACAO E CONSTRUCAO LTDA - R$ 52.787 ...",,,,,,Listas de Empresas em Matias Barbosa (MG),,True,False,empresa Matias Barbosa MG,https://www.empresaqui.com.br/listas-de-empresas/MG/MATIAS_BARBOSA,
0,34.116.150/0001-87,"O PIB da cidade é de cerca de R$ 47,4 milhões de reais, sendo que 53,6% do valor adicionado advém da administração pública, na sequência aparecem as ...",contato@caravela.info,,,,,Economia de Santana do Deserto - MG,,True,False,comércio Santana do Deserto MG,https://www.caravela.info/regional/santana-do-deserto---mg,
0,,27 anos como referência em variedades A maior loja de variedades da cidade Tudo que você precisa em um só lugar Preço baixo é aqui Fale conosco ...,,,,,,SUPER 99 | MATIAS BARBOSA MG (@mbsuper99),,False,False,comércio Matias Barbosa MG,https://www.instagram.com/mbsuper99/,
